index,power_demand,power_load,power_pv
2021-07-08 23:00:00,10.370584789049675,10.370584789049675,0.0
2021-07-08 23:01:00,10.449654318968305,10.449654318968305,0.0
2021-07-08 23:02:00,10.528723848886935,10.528723848886935,0.0
2021-07-08 23:03:00,10.607793378805566,10.607793378805566,0.0
2021-07-08 23:04:00,10.686862908724194,10.686862908724194,0.0
2021-07-08 23:05:00,10.765932438642825,10.765932438642825,0.0
2021-07-08 23:06:00,10.845001968561455,10.845001968561455,0.0
2021-07-08 23:07:00,10.924071498480085,10.924071498480085,0.0
2021-07-08 23:08:00,11.003141028398716,11.003141028398716,0.0
2021-07-08 23:09:00,11.082210558317346,11.082210558317346,0.0
2021-07-08 23:10:00,11.161280088235976,11.161280088235976,0.0
2021-07-08 23:11:00,11.240349618154605,11.240349618154605,0.0
2021-07-08 23:12:00,11.319419148073235,11.319419148073235,0.0
2021-07-08 23:13:00,11.398488677991866,11.398488677991866,0.0
2021-07-08 23:14:00,11.477558207910496,11.477558207910496,0.0
2021-07-08 23:15:00,11.556627737829126,11.556627737829126,0.0
2021-07-08 23:16:00,11.635697267747757,11.635697267747757,0.0
2021-07-08 23:17:00,11.714766797666385,11.714766797666385,0.0
2021-07-08 23:18:00,11.793836327585016,11.793836327585016,0.0
2021-07-08 23:19:00,11.872905857503646,11.872905857503646,0.0
2021-07-08 23:20:00,11.951975387422276,11.951975387422276,0.0
2021-07-08 23:21:00,12.031044917340907,12.031044917340907,0.0
2021-07-08 23:22:00,12.110114447259537,12.110114447259537,0.0
2021-07-08 23:23:00,12.189183977178168,12.189183977178168,0.0
2021-07-08 23:24:00,12.268253507096798,12.268253507096798,0.0
2021-07-08 23:25:00,12.347323037015427,12.347323037015427,0.0
2021-07-08 23:26:00,12.426392566934057,12.426392566934057,0.0
2021-07-08 23:27:00,12.505462096852687,12.505462096852687,0.0
2021-07-08 23:28:00,12.584531626771318,12.584531626771318,0.0
2021-07-08 23:29:00,12.663601156689948,12.663601156689948,0.0
2021-07-08 23:30:00,12.742670686608577,12.742670686608577,0.0
2021-07-08 23:31:00,12.821740216527207,12.821740216527207,0.0
2021-07-08 23:32:00,12.900809746445837,12.900809746445837,0.0
2021-07-08 23:33:00,12.979879276364468,12.979879276364468,0.0
2021-07-08 23:34:00,13.058948806283098,13.058948806283098,0.0
2021-07-08 23:35:00,13.138018336201728,13.138018336201728,0.0
2021-07-08 23:36:00,13.217087866120359,13.217087866120359,0.0
2021-07-08 23:37:00,13.29615739603899,13.29615739603899,0.0
2021-07-08 23:38:00,13.375226925957618,13.375226925957618,0.0
2021-07-08 23:39:00,13.454296455876248,13.454296455876248,0.0
2021-07-08 23:40:00,13.533365985794878,13.533365985794878,0.0
2021-07-08 23:41:00,13.612435515713509,13.612435515713509,0.0
2021-07-08 23:42:00,13.69150504563214,13.69150504563214,0.0
2021-07-08 23:43:00,13.770574575550768,13.770574575550768,0.0
2021-07-08 23:44:00,13.849644105469398,13.849644105469398,0.0
2021-07-08 23:45:00,13.928713635388029,13.928713635388029,0.0
2021-07-08 23:46:00,14.007783165306659,14.007783165306659,0.0
2021-07-08 23:47:00,14.08685269522529,14.08685269522529,0.0
2021-07-08 23:48:00,14.16592222514392,14.16592222514392,0.0
2021-07-08 23:49:00,14.24499175506255,14.24499175506255,0.0
2021-07-08 23:50:00,14.32406128498118,14.32406128498118,0.0
2021-07-08 23:51:00,14.40313081489981,14.40313081489981,0.0
2021-07-08 23:52:00,14.482200344818441,14.482200344818441,0.0
2021-07-08 23:53:00,14.56126987473707,14.56126987473707,0.0
2021-07-08 23:54:00,14.6403394046557,14.6403394046557,0.0
2021-07-08 23:55:00,14.71940893457433,14.71940893457433,0.0
2021-07-08 23:56:00,14.798478464492959,14.798478464492959,0.0
2021-07-08 23:57:00,14.87754799441159,14.87754799441159,0.0
2021-07-08 23:58:00,14.95661752433022,14.95661752433022,0.0
2021-07-08 23:59:00,15.03568705424885,15.03568705424885,0.0
2021-07-09 00:00:00,15.11475658416748,15.11475658416748,0.0
2021-07-09 00:01:00,15.011456402142842,15.011456402142842,0.0
2021-07-09 00:02:00,14.908156220118205,14.908156220118205,0.0
2021-07-09 00:03:00,14.804856038093567,14.804856038093567,0.0
2021-07-09 00:04:00,14.701555856068929,14.701555856068929,0.0
2021-07-09 00:05:00,14.59825567404429,14.59825567404429,0.0
2021-07-09 00:06:00,14.494955492019653,14.494955492019653,0.0
2021-07-09 00:07:00,14.391655309995016,14.391655309995016,0.0
2021-07-09 00:08:00,14.288355127970378,14.288355127970378,0.0
2021-07-09 00:09:00,14.18505494594574,14.18505494594574,0.0
2021-07-09 00:10:00,14.081754763921102,14.081754763921102,0.0
2021-07-09 00:11:00,13.978454581896465,13.978454581896465,0.0
2021-07-09 00:12:00,13.875154399871827,13.875154399871827,0.0
2021-07-09 00:13:00,13.771854217847189,13.771854217847189,0.0
2021-07-09 00:14:00,13.66855403582255,13.66855403582255,0.0
2021-07-09 00:15:00,13.565253853797913,13.565253853797913,0.0
2021-07-09 00:16:00,13.461953671773275,13.461953671773275,0.0
2021-07-09 00:17:00,13.358653489748637,13.358653489748637,0.0
2021-07-09 00:18:00,13.255353307723999,13.255353307723999,0.0
