index,power_demand,power_load,power_pv,_power_load
2021-12-22 23:00:00,18.469508457567102,13.463782268572407,0.0,18.469508457567102
2021-12-22 23:01:00,18.809202873288964,13.612498348484454,0.0,18.809202873288964
2021-12-22 23:02:00,19.14889728901083,13.761214428396503,0.0,19.14889728901083
2021-12-22 23:03:00,19.48859170473269,13.90993050830855,0.0,19.48859170473269
2021-12-22 23:04:00,19.828286120454557,14.058646588220599,0.0,19.828286120454557
2021-12-22 23:05:00,20.16798053617642,14.207362668132646,0.0,20.16798053617642
2021-12-22 23:06:00,20.50767495189828,14.356078748044695,0.0,20.50767495189828
2021-12-22 23:07:00,20.847369367620146,14.504794827956742,0.0,20.847369367620146
2021-12-22 23:08:00,21.18706378334201,14.65351090786879,0.0,21.18706378334201
2021-12-22 23:09:00,21.526758199063874,14.802226987780838,0.0,21.526758199063874
2021-12-22 23:10:00,21.866452614785736,14.950943067692887,0.0,21.866452614785736
2021-12-22 23:11:00,22.2061470305076,15.099659147604934,0.0,22.2061470305076
2021-12-22 23:12:00,22.545841446229463,15.24837522751698,0.0,22.545841446229463
2021-12-22 23:13:00,22.885535861951325,15.39709130742903,0.0,22.885535861951325
2021-12-22 23:14:00,23.22523027767319,15.545807387341076,0.0,23.22523027767319
2021-12-22 23:15:00,23.564924693395053,15.694523467253125,0.0,23.564924693395053
2021-12-22 23:16:00,23.904619109116915,15.843239547165172,0.0,23.904619109116915
2021-12-22 23:17:00,24.24431352483878,15.991955627077221,0.0,24.24431352483878
2021-12-22 23:18:00,24.584007940560642,16.14067170698927,0.0,24.584007940560642
2021-12-22 23:19:00,24.923702356282508,16.289387786901315,0.0,24.923702356282508
2021-12-22 23:20:00,25.26339677200437,16.438103866813364,0.0,25.26339677200437
2021-12-22 23:21:00,25.603091187726235,16.586819946725413,0.0,25.603091187726235
2021-12-22 23:22:00,25.942785603448097,16.73553602663746,0.0,25.942785603448097
2021-12-22 23:23:00,26.28248001916996,16.884252106549507,0.0,26.28248001916996
2021-12-22 23:24:00,26.622174434891825,17.032968186461556,0.0,26.622174434891825
2021-12-22 23:25:00,26.961868850613687,17.181684266373605,0.0,26.961868850613687
2021-12-22 23:26:00,27.30156326633555,17.33040034628565,0.0,27.30156326633555
2021-12-22 23:27:00,27.641257682057415,17.4791164261977,0.0,27.641257682057415
2021-12-22 23:28:00,27.98095209777928,17.627832506109748,0.0,27.98095209777928
2021-12-22 23:29:00,28.320646513501142,17.776548586021796,0.0,28.320646513501142
2021-12-22 23:30:00,28.660340929223004,17.92526466593384,0.0,28.660340929223004
2021-12-22 23:31:00,29.00003534494487,18.07398074584589,0.0,29.00003534494487
2021-12-22 23:32:00,29.33972976066673,18.22269682575794,0.0,29.33972976066673
2021-12-22 23:33:00,29.679424176388594,18.371412905669985,0.0,29.679424176388594
2021-12-22 23:34:00,30.01911859211046,18.520128985582033,0.0,30.01911859211046
2021-12-22 23:35:00,30.35881300783232,18.668845065494082,0.0,30.35881300783232
2021-12-22 23:36:00,30.698507423554183,18.81756114540613,0.0,30.698507423554183
2021-12-22 23:37:00,31.03820183927605,18.96627722531818,0.0,31.03820183927605
2021-12-22 23:38:00,31.377896254997914,19.114993305230225,0.0,31.377896254997914
2021-12-22 23:39:00,31.717590670719776,19.263709385142274,0.0,31.717590670719776
2021-12-22 23:40:00,32.05728508644164,19.41242546505432,0.0,32.05728508644164
2021-12-22 23:41:00,32.396979502163504,19.561141544966368,0.0,32.396979502163504
2021-12-22 23:42:00,32.73667391788537,19.709857624878417,0.0,32.73667391788537
2021-12-22 23:43:00,33.07636833360723,19.858573704790466,0.0,33.07636833360723
2021-12-22 23:44:00,33.41606274932909,20.007289784702515,0.0,33.41606274932909
2021-12-22 23:45:00,33.75575716505096,20.15600586461456,0.0,33.75575716505096
2021-12-22 23:46:00,34.09545158077282,20.30472194452661,0.0,34.09545158077282
2021-12-22 23:47:00,34.43514599649468,20.453438024438658,0.0,34.43514599649468
2021-12-22 23:48:00,34.77484041221655,20.602154104350703,0.0,34.77484041221655
2021-12-22 23:49:00,35.114534827938414,20.75087018426275,0.0,35.114534827938414
2021-12-22 23:50:00,35.45422924366027,20.8995862641748,0.0,35.45422924366027
2021-12-22 23:51:00,35.79392365938214,21.04830234408685,0.0,35.79392365938214
2021-12-22 23:52:00,36.133618075103996,21.197018423998895,0.0,36.133618075103996
2021-12-22 23:53:00,36.47331249082586,21.345734503910943,0.0,36.47331249082586
2021-12-22 23:54:00,36.81300690654773,21.49445058382299,0.0,36.81300690654773
2021-12-22 23:55:00,37.15270132226959,21.643166663735038,0.0,37.15270132226959
2021-12-22 23:56:00,37.49239573799146,21.791882743647086,0.0,37.49239573799146
2021-12-22 23:57:00,37.83209015371332,21.940598823559135,0.0,37.83209015371332
2021-12-22 23:58:00,38.17178456943518,22.089314903471184,0.0,38.17178456943518
2021-12-22 23:59:00,38.51147898515704,22.238030983383233,0.0,38.51147898515704
2021-12-23 00:00:00,38.851173400878906,22.386747063295278,0.0,38.851173400878906
2021-12-23 00:01:00,38.804206466674806,22.2626661938397,0.0,38.804206466674806
2021-12-23 00:02:00,38.757239532470706,22.13858532438412,0.0,38.757239532470706
2021-12-23 00:03:00,38.7102725982666,22.01450445492854,0.0,38.7102725982666
2021-12-23 00:04:00,38.6633056640625,21.890423585472963,0.0,38.6633056640625
2021-12-23 00:05:00,38.6163387298584,21.766342716017384,0.0,38.6163387298584
2021-12-23 00:06:00,38.5693717956543,21.642261846561805,0.0,38.5693717956543
